Level,District Code,District_Name,School Code,School_Name,Content,Test_Grade,# of Total Records,Valid_Scores,# of No Scores,Participation Rate,Mean Scale Score,# Did Not Yet Meet Expectations,Percent_Did_Not_Yet_Meet_Expectations,# Partially Met Expectations,Percent_Partially_Met_Expectations,# Approached Expectations,Percent_Approached_Expectations,# Met Expectations,Percent_Met_Expectations,# Exceeded Expectations,Percent_Exceeded_Expectations,# Met or Exceeded Expectations,Percent_Met_or_Exceeded_Expectations,2017 Mean Scale Score**,2017 # Met or Exceeded Expectations**,2017 % Met or Exceeded Expectations**,% Change in Met or Exceeded Expectations**
DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,Mathematics,Mathematics Grade 03,      81,      76,       5,93.8,710,      31,40.8,      16,21.1,      17,22.4,*,*,*,*,      12,15.8,728,      10,18.5,  -2.7
DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,Mathematics,Mathematics Grade 04,      61,      51,      10,83.6,728,       4,7.8,      19,37.3,      17,33.3,*,*,*,*,      11,21.6,726,      15,21.7,  -0.1
DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,Mathematics,Mathematics Grade 05,      81,      73,       8,90.1,728,      10,13.7,      23,31.5,      28,38.4,*,*,*,*,      12,16.4,740,      17,37.8, -21.4
DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,Mathematics,Mathematics Grade 06,      70,      58,      12,82.9,726,      12,20.7,      11,19.0,      22,37.9,*,*,*,*,      13,22.4,733,      11,23.4,  -1.0
DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,Mathematics,Mathematics Grade 07,      63,      51,      12,81.0,722,      13,25.5,      12,23.5,      16,31.4,*,*,*,*,      10,19.6,734,      15,25.0,  -5.4
DISTRICT,3145,AULT-HIGHLAND RE-9,0000,All Schools,Mathematics,Mathematics Grade 08,      71,      56,      15,78.9,730,      10,17.9,      13,23.2,      15,26.8,*,*,*,*,      18,32.1,734,      17,37.0,  -4.9
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,All Grades,     652,     625,      27,95.9,741,      70,11.2,     127,20.3,     157,25.1,     227,36.3,      44,7.0,     271,43.4,740,     269,39.3,   4.1
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,English Language Arts Grade 03,     116,     111,       5,95.7,728,      26,23.4,      22,19.8,      33,29.7,*,*,*,*,      30,27.0,726,      23,23.2,   3.8
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,English Language Arts Grade 04,     110,     104,       6,94.5,734,      13,12.5,      31,29.8,      30,28.8,      25,24.0,       5,4.8,      30,28.8,735,      42,33.6,  -4.8
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,English Language Arts Grade 05,     133,     127,       6,95.5,742,       8,6.3,      24,18.9,      41,32.3,*,*,*,*,      54,42.5,742,      39,44.3,  -1.8
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,English Language Arts Grade 06,      94,      89,       5,94.7,750,       4,4.5,      15,16.9,      20,22.5,      43,48.3,       7,7.9,      50,56.2,744,      44,44.4,  11.8
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,English Language Arts Grade 07,     101,      98,       3,97.0,752,       8,8.2,      18,18.4,      18,18.4,      33,33.7,      21,21.4,      54,55.1,735,      34,35.8,  19.3
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,English Language Arts,English Language Arts Grade 08,      98,      96,       2,98.0,746,      11,11.5,      17,17.7,      15,15.6,      46,47.9,       7,7.3,      53,55.2,750,      55,49.5,   5.7
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,All Grades,     652,     625,      27,95.9,727,     121,19.4,     167,26.7,     187,29.9,     140,22.4,      10,1.6,     150,24.0,730,     184,26.8,  -2.8
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,Mathematics Grade 03,     116,     111,       5,95.7,724,      31,27.9,      27,24.3,      29,26.1,      19,17.1,       5,4.5,      24,21.6,727,      23,23.0,  -1.4
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,Mathematics Grade 04,     110,     104,       6,94.5,719,      29,27.9,      28,26.9,      27,26.0,*,*,*,*,      20,19.2,732,      37,29.8, -10.6
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,Mathematics Grade 05,     133,     127,       6,95.5,727,      23,18.1,      36,28.3,      40,31.5,*,*,*,*,      28,22.0,728,      22,25.0,  -3.0
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,Mathematics Grade 06,      94,      89,       5,94.7,734,       8,9.0,      24,27.0,      31,34.8,*,*,*,*,      26,29.2,729,      26,26.0,   3.2
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,Mathematics Grade 07,     101,      98,       3,97.0,726,      17,17.3,      29,29.6,      30,30.6,*,*,*,*,      22,22.4,725,      11,11.6,  10.8
DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,Mathematics,Mathematics Grade 08,      98,      96,       2,98.0,732,      13,13.5,      23,24.0,      30,31.3,*,*,*,*,      30,31.3,734,      38,33.9,  -2.6
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,All Grades,     483,     478,       5,99.0,738,      61,12.8,     101,21.1,     139,29.1,     151,31.6,      26,5.4,     177,37.0,733,     161,30.4,   6.6
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,English Language Arts Grade 03,      73,      71,       2,97.3,733,      11,15.5,      17,23.9,      20,28.2,*,*,*,*,      23,32.4,732,      23,31.9,   0.5
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,English Language Arts Grade 04,      83,      83,       0,100.0,735,       9,10.8,      22,26.5,      28,33.7,*,*,*,*,      24,28.9,725,      22,26.2,   2.7
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,English Language Arts Grade 05,      86,      86,       0,100.0,730,      19,22.1,      21,24.4,      17,19.8,*,*,*,*,      29,33.7,738,      29,41.4,  -7.7
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,English Language Arts Grade 06,      80,      79,       1,98.8,736,      11,13.9,      17,21.5,      20,25.3,      27,34.2,       4,5.1,      31,39.2,734,      21,30.4,   8.8
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,English Language Arts Grade 07,      79,      78,       1,98.7,740,       7,9.0,      16,20.5,      23,29.5,      28,35.9,       4,5.1,      32,41.0,736,      22,29.3,  11.7
DISTRICT,0050,BENNETT 29J,0000,All Schools,English Language Arts,English Language Arts Grade 08,      82,      81,       1,98.8,754,       4,4.9,       8,9.9,      31,38.3,      25,30.9,      13,16.0,      38,46.9,731,      17,21.5,  25.4
